Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Pune,19085.35,2013,57000,Diesel,Manual,First,7.0,12.83,2696.0,162.0,Mahindra,India,Asia,c4,6987,Mahindra Ssangyong Rexton RX5
Coimbatore,19361.28,2015,39335,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,2935,Mahindra XUV500 W8 2WD
Bangalore,11880.44,2014,62000,Petrol,Manual,Second,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,13193,Honda City i VTEC SV
Delhi,8431.28,2014,60000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,32066,Ford Ecosport 1.5 DV5 MT Titanium
Kolkata,6791.01,2015,35000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,15134,Hyundai i20 Sportz 1.2
Kochi,37572.85,2016,32345,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,3301,Mercedes-Benz CLA 200 CDI Sport
Ahmedabad,4062.34,2014,47000,Petrol,Manual,First,5.0,22.0,814.0,55.0,Hyundai,Korea,Asia,c1,8450,Hyundai EON Magna
Delhi,3219.22,2012,65537,CNG,Manual,Second,4.0,33.44,796.0,40.3,Maruti,India,Asia,c1,32066,Maruti Alto 800 2016-2019 CNG LXI
Delhi,4905.47,2011,36000,Petrol,Manual,First,5.0,17.6,1496.0,88.7,Toyota,Japan,Asia,c1,32066,Toyota Etios G Safety
Chennai,6515.08,2016,75000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,11503,Maruti Swift Dzire Tour LDI
Kolkata,1686.26,2008,38000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,15134,Maruti Alto LXi
Chennai,6591.73,2015,57818,Petrol,Manual,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,11503,Maruti Celerio ZXI
Hyderabad,13643.34,2015,45000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,10534,Ford Ecosport 1.5 DV5 MT Titanium Optional
Jaipur,9964.24,2015,75055,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c3,4107,Nissan Terrano XV 110 PS Limited Edition
Delhi,5365.36,2009,65462,Petrol,Automatic,Third,5.0,11.1,2354.0,142.0,Honda,Japan,Asia,c1,32066,Honda Accord VTi-L AT
Hyderabad,6515.08,2008,76206,Diesel,Manual,First,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c2,10534,Maruti Swift Ldi BSIII
Kochi,25232.52,2018,25948,Diesel,Automatic,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,3301,Mahindra XUV500 AT W10 FWD
Mumbai,9121.11,2016,28500,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,20961,Honda Jazz 1.2 VX i VTEC
Mumbai,10884.02,2015,28004,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,20961,Honda City i VTEC V
Kolkata,1916.2,2011,25000,Petrol,Manual,Second,5.0,15.7,1172.0,67.0,Fiat,Italy,Europe,c1,15134,Fiat Grande Punto 1.2 Dynamic
Kolkata,3832.4,2010,40000,Petrol,Manual,Second,5.0,19.5,1061.0,67.0,Maruti,India,Asia,c1,15134,Maruti Estilo LXI
Pune,8431.28,2013,82543,Petrol,Manual,First,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c2,6987,Maruti Ertiga ZXI
Chennai,4982.12,2013,30000,Petrol,Manual,First,5.0,18.44,1198.0,75.0,Nissan,Japan,Asia,c1,11503,Nissan Micra XL
Hyderabad,7664.8,2010,27800,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,10534,Honda City 1.5 V MT
Coimbatore,10086.88,2016,33415,Petrol,Manual,First,5.0,16.78,1496.0,88.73,Toyota,Japan,Asia,c3,2935,Toyota Etios VX
Mumbai,29892.72,2013,38000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c4,20961,BMW 3 Series 320d Luxury Line
Kochi,9412.37,2017,41981,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,3301,Honda Jazz 1.2 SV i VTEC
Jaipur,7588.15,2013,77084,Diesel,Manual,First,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c2,4107,Maruti Dzire VDI
Hyderabad,8814.52,2013,71803,Diesel,Manual,First,5.0,20.5,1598.0,103.5,Skoda,Germany,Europe,c2,10534,Skoda Rapid 1.6 TDI Elegance
Kolkata,10117.54,2013,73314,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,15134,Mahindra XUV500 W6 2WD
Coimbatore,8768.53,2015,69053,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,2935,Hyundai Grand i10 AT Asta
Delhi,3985.7,2009,79782,Petrol,Manual,Second,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,32066,Honda City 1.5 V MT
Hyderabad,9964.24,2010,250000,Diesel,Manual,Second,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,10534,Toyota Innova 2.5 GX 7 STR
Pune,9351.06,2011,90000,Diesel,Manual,Second,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,6987,Mahindra XUV500 W8 2WD
Hyderabad,5901.9,2010,130000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,10534,Maruti Swift Dzire VDi
Pune,6898.32,2013,65000,Petrol,Manual,Second,5.0,15.04,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987,Volkswagen Vento Petrol Highline
Coimbatore,8124.69,2013,46496,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c2,2935,Toyota Etios GD
Bangalore,27976.52,2013,76000,Diesel,Automatic,Second,5.0,16.55,1968.0,147.51,Audi,Germany,Europe,c4,13193,Audi A4 2.0 TDI
Ahmedabad,8814.52,2012,28002,Petrol,Manual,First,7.0,16.02,1373.0,93.7,Maruti,India,Asia,c2,8450,Maruti Ertiga LXI
Mumbai,5135.42,2010,63000,CNG,Manual,Second,5.0,14.53,1798.0,138.0,Toyota,Japan,Asia,c1,20961,Toyota Corolla Altis 1.8 G CNG
Jaipur,1379.66,2010,70000,Petrol,Manual,Second,4.0,16.1,796.0,37.0,Maruti,India,Asia,c1,4107,Maruti 800 AC
Hyderabad,8431.28,2011,66276,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,10534,Honda City 1.5 V MT
Kolkata,6116.51,2014,45000,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,15134,Maruti Swift Dzire VXI
Delhi,28743.0,2014,67000,Petrol,Automatic,First,5.0,19.16,2494.0,158.2,Toyota,Japan,Asia,c4,32066,Toyota Camry Hybrid
Kolkata,5365.36,2014,43068,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c1,15134,Hyundai Grand i10 CRDi Sportz
Chennai,25217.19,2016,40000,Diesel,Automatic,First,8.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,11503,Toyota Innova Crysta 2.8 GX AT 8S
Coimbatore,5595.3,2011,50436,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,2935,Hyundai i10 Magna
Bangalore,8277.98,2014,21000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,13193,Hyundai Grand i10 AT Asta
Mumbai,13336.75,2018,2000,Diesel,Manual,First,5.0,27.39,1248.0,74.0,Maruti,India,Asia,c3,20961,Maruti Baleno Alpha Diesel
Mumbai,31808.92,2016,14500,Petrol,Automatic,First,5.0,14.67,1798.0,177.46,Skoda,Germany,Europe,c5,20961,Skoda Superb Style 1.8 TSI AT
Hyderabad,19162.0,2010,68782,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,10534,Mercedes-Benz New C-Class 220 CDI AT
Kolkata,2897.29,2011,35888,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c1,15134,Maruti Ritz VDi
Kolkata,6131.84,2015,168205,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,15134,Maruti Swift Dzire Tour LDI
Mumbai,6055.19,2012,47000,Petrol,Manual,First,5.0,14.8,1799.0,130.2,Honda,Japan,Asia,c2,20961,Honda Civic 2010-2013 1.8 V MT
Hyderabad,12033.74,2015,93700,Diesel,Manual,First,7.0,24.52,1248.0,88.5,Maruti,India,Asia,c3,10534,Maruti Ertiga SHVS VDI
Kolkata,10730.72,2014,45000,Diesel,Manual,First,5.0,22.7,1582.0,126.24,Hyundai,Korea,Asia,c3,15134,Hyundai Elantra CRDi SX
Hyderabad,38308.67,2016,55547,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c5,10534,Toyota Fortuner 4x2 AT
Delhi,6898.32,2013,69000,Petrol,Automatic,First,5.0,17.21,1197.0,103.6,Volkswagen,Germany,Europe,c2,32066,Volkswagen Polo GT TSI
Pune,1916.2,2005,88000,Diesel,Manual,Third,5.0,18.7,1896.0,66.0,Skoda,Germany,Europe,c1,6987,Skoda Octavia Classic 1.9 TDI MT
Delhi,6055.19,2014,32400,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c2,32066,Volkswagen Polo 1.5 TDI Trendline
Pune,2452.74,2012,79000,Petrol,Manual,Second,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,6987,Hyundai Santro Xing GL Plus
Hyderabad,919.78,2004,110000,Petrol,Manual,First,5.0,13.2,1495.0,94.0,Hyundai,Korea,Asia,c1,10534,Hyundai Accent GLE
Coimbatore,5196.73,2014,45407,Petrol,Manual,Second,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,2935,Hyundai EON D Lite Plus
Hyderabad,15023.01,2011,136490,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,10534,Toyota Innova 2.5 V Diesel 7-seater
Mumbai,9059.79,2017,19000,Diesel,Manual,First,5.0,26.8,1248.0,74.0,Maruti,India,Asia,c3,20961,Maruti Ignis 1.3 Zeta
Mumbai,12646.92,2017,19416,Petrol,Manual,First,5.0,21.56,1462.0,103.25,Maruti,India,Asia,c3,20961,Maruti Ciaz Alpha
Mumbai,5748.6,2012,15500,Petrol,Manual,First,5.0,17.5,1298.0,85.8,Maruti,India,Asia,c2,20961,Maruti Swift Dzire VXi
Hyderabad,19162.0,2017,12538,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,10534,Honda City i VTEC CVT VX
Bangalore,9121.11,2015,62588,Diesel,Manual,First,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c3,13193,Maruti Swift VDI BSIV W ABS
Delhi,5825.25,2015,44328,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,32066,Honda Brio S MT
Delhi,6668.38,2014,63000,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c2,32066,Toyota Etios Liva GD
Hyderabad,49821.2,2015,100000,Diesel,Automatic,First,5.0,13.5,2400.0,215.0,Volvo,Sweden,Europe,c5,10534,Volvo XC60 D5
Kolkata,4598.88,2015,103000,Petrol,Manual,First,5.0,15.64,1193.0,64.08,Tata,India,Asia,c1,15134,Tata Indigo CS eGVX
Pune,29126.24,2016,50296,Diesel,Automatic,Second,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,6987,Toyota Innova Crysta 2.8 ZX AT
Pune,7664.8,2013,95500,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987,Volkswagen Vento Diesel Highline
Pune,8354.63,2014,72100,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,6987,Ford Ecosport 1.5 DV5 MT Titanium
Mumbai,4138.99,2010,19119,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,20961,Maruti Wagon R VXI
Mumbai,16479.32,2006,30000,Petrol,Manual,First,5.0,13.0,2987.0,210.0,Mercedes-Benz,Germany,Europe,c4,20961,Mercedes-Benz S-Class 320 L
Hyderabad,8891.17,2015,75600,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c3,10534,Volkswagen Polo 1.5 TDI Highline
Pune,1456.31,2007,137000,Petrol,Manual,Second,5.0,15.3,1193.0,65.3,Tata,India,Asia,c1,6987,Tata Indica GLS BS IV
Jaipur,965.76,2002,53500,Petrol,Manual,Second,4.0,16.1,796.0,37.0,Maruti,India,Asia,c1,4107,Maruti 800 Std BSIII
Kochi,26903.45,2018,26101,Diesel,Manual,First,5.0,17.1,1956.0,170.0,Jeep,USA,America,c4,3301,Jeep Compass 2.0 Longitude
Pune,4598.88,2016,7000,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,6987,Maruti Alto K10 LXI Optional
Bangalore,22994.4,2013,50000,Diesel,Automatic,First,5.0,19.3,1968.0,141.0,Skoda,Germany,Europe,c4,13193,Skoda Octavia Elegance 2.0 TDI AT
Hyderabad,9197.76,2016,30000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,10534,Maruti Swift Dzire VDI Optional
Mumbai,11727.14,2016,38151,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,20961,Maruti Ciaz VDi Plus SHVS
Jaipur,13030.16,2009,116000,Diesel,Manual,Second,5.0,15.8,2148.0,170.0,Mercedes-Benz,Germany,Europe,c3,4107,Mercedes-Benz New C-Class C 220 CDI CLASSIC
Kolkata,3449.16,2013,22000,Diesel,Manual,First,5.0,20.0,1399.0,68.0,Ford,USA,America,c1,15134,Ford Figo Diesel ZXI
Delhi,7128.26,2010,60000,Petrol,Automatic,Second,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c2,32066,Toyota Corolla Altis VL
Mumbai,12033.74,2016,38000,Diesel,Manual,First,5.0,22.7,1598.0,118.0,Maruti,India,Asia,c3,20961,Maruti SX4 S Cross DDiS 320 Zeta
Coimbatore,5304.04,2011,51928,Petrol,Manual,First,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,2935,Ford Figo Petrol ZXI
Mumbai,12646.92,2018,3000,Petrol,Automatic,First,5.0,19.0,1199.0,88.7,Honda,Japan,Asia,c3,20961,Honda Jazz Exclusive CVT
Pune,1916.2,2006,67196,Petrol,Manual,First,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,6987,Maruti Zen LXi - BS III
Bangalore,24527.36,2012,100000,Diesel,Manual,Third,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,13193,Toyota Fortuner 3.0 Diesel
Jaipur,11343.9,2015,65218,Diesel,Manual,First,5.0,26.21,1248.0,88.5,Maruti,India,Asia,c3,4107,Maruti Ciaz ZDi Plus
Kochi,4706.19,2016,53886,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c1,3301,Renault KWID RXT
Coimbatore,5886.57,2011,50058,Petrol,Automatic,First,5.0,19.2,1197.0,80.0,Hyundai,Korea,Asia,c2,2935,Hyundai i10 Magna AT
Pune,6438.43,2016,64000,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,6987,Maruti Celerio ZXI AT Optional
Kochi,16586.63,2018,41641,Diesel,Manual,First,5.0,21.38,1396.0,88.7,Hyundai,Korea,Asia,c4,3301,Hyundai Creta 1.4 E Plus Diesel
Hyderabad,9351.06,2016,44345,Diesel,Manual,First,5.0,27.3,1498.0,98.6,Honda,Japan,Asia,c3,10534,Honda Jazz 1.5 SV i DTEC
Kolkata,4752.18,2011,45501,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c1,15134,Honda City 1.5 S MT
Chennai,1532.96,2001,104000,Petrol,Manual,Third,5.0,13.7,1468.0,85.8,Mitsubishi,Japan,Asia,c1,11503,Mitsubishi Lancer 1.5 SFXi
Coimbatore,7189.58,2012,50297,Petrol,Manual,First,5.0,16.95,1498.0,97.6,Nissan,Japan,Asia,c2,2935,Nissan Sunny XE P
Mumbai,8277.98,2011,87000,Petrol,Automatic,First,5.0,11.7,2354.0,177.6,Honda,Japan,Asia,c2,20961,Honda Accord 2.4 AT
Mumbai,18395.52,2016,120000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,20961,Mahindra XUV500 W8 2WD
Mumbai,9964.24,2018,17000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,20961,Hyundai i20 1.2 Magna Executive
Chennai,4598.88,2014,100000,Diesel,Manual,First,5.0,23.08,1461.0,63.1,Nissan,Japan,Asia,c1,11503,Nissan Micra Diesel XL
Kochi,10577.42,2015,50979,Petrol,Automatic,First,5.0,19.12,1373.0,91.1,Maruti,India,Asia,c3,3301,Maruti Ciaz AT ZXi
Chennai,6131.84,2011,41000,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,11503,Volkswagen Vento Diesel Trendline
Chennai,6515.08,2011,24000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,11503,Hyundai i20 Asta
Hyderabad,7818.1,2008,44738,Petrol,Manual,First,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c2,10534,Toyota Corolla Altis G
Kolkata,7511.5,2014,37298,Diesel,Manual,First,5.0,25.1,1498.0,98.6,Honda,Japan,Asia,c2,15134,Honda City i DTEC VX
Pune,5518.66,2014,42000,Petrol,Manual,Second,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,6987,Maruti Swift VXI BSIV
Pune,52120.64,2016,45000,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,6987,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
Mumbai,12646.92,2015,102000,Diesel,Manual,First,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c3,20961,Toyota Innova 2.5 G (Diesel) 7 Seater
Pune,1992.85,2011,70000,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c1,6987,Maruti Swift Lxi BSIII
Coimbatore,59862.09,2018,27467,Diesel,Automatic,First,5.0,19.27,2143.0,167.62,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz New C-Class C 220d Avantgarde Edition C
Kolkata,5748.6,2015,15305,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,15134,Hyundai Grand i10 Asta
Mumbai,3219.22,2010,70000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,20961,Maruti Wagon R LXI BS IV
Hyderabad,13490.05,2016,36778,Diesel,Manual,First,5.0,22.77,1498.0,98.59,Ford,USA,America,c3,10534,Ford EcoSport 1.5 TDCi Titanium
Coimbatore,8952.49,2015,25845,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c3,2935,Volkswagen Polo 1.2 MPI Comfortline
Kochi,13842.63,2018,33858,Petrol,Automatic,First,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c3,3301,Hyundai Verna 1.6 VTVT AT SX
Ahmedabad,4982.12,2017,12000,Petrol,Automatic,Second,5.0,24.04,999.0,67.0,Renault,France,Europe,c1,8450,Renault KWID AMT RXL
Coimbatore,7511.5,2013,33709,Petrol,Automatic,First,5.0,16.5,1198.0,86.8,Honda,Japan,Asia,c2,2935,Honda Brio S Option AT
Kochi,9902.92,2018,32709,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c3,3301,Ford Figo Aspire 1.2 Ti-VCT Titanium
Bangalore,28359.76,2014,72000,Diesel,Manual,Second,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,13193,Toyota Fortuner 3.0 Diesel
Ahmedabad,4138.99,2013,31000,Diesel,Manual,First,5.0,25.0,1396.0,69.01,Tata,India,Asia,c1,8450,Tata Indigo eCS eLX BS IV
Chennai,7051.62,2016,70000,Diesel,Manual,First,5.0,25.83,1498.0,99.0,Ford,USA,America,c2,11503,Ford Figo 2015-2019 1.5D Ambiente MT
Jaipur,8201.34,2014,61000,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107,Maruti Swift Dzire VDI
Pune,3525.81,2011,72000,Diesel,Manual,First,5.0,23.08,1461.0,63.1,Nissan,Japan,Asia,c1,6987,Nissan Micra Diesel XV Primo
Delhi,23684.23,2016,49000,Diesel,Automatic,First,5.0,19.3,1968.0,141.0,Skoda,Germany,Europe,c4,32066,Skoda Octavia Style Plus 2.0 TDI AT
Hyderabad,19146.67,2014,42939,Diesel,Automatic,First,5.0,16.96,1968.0,138.03,Volkswagen,Germany,Europe,c4,10534,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT
Coimbatore,74747.13,2016,32545,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,2935,Audi Q7 35 TDI Quattro Technology
Pune,4905.47,2011,54000,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,6987,Hyundai i20 1.2 Sportz
Delhi,13413.4,2012,76000,Diesel,Automatic,First,4.0,16.07,1995.0,181.0,BMW,Germany,Europe,c3,32066,BMW 3 Series 320d Corporate Edition
Kolkata,9182.43,2015,27000,Diesel,Manual,First,5.0,21.19,1396.0,88.73,Hyundai,Korea,Asia,c3,15134,Hyundai i20 Active 1.4 SX Dual Tone
Chennai,4445.58,2005,120000,Diesel,Manual,Second,8.0,12.7,2609.0,116.6,Mahindra,India,Asia,c1,11503,Mahindra Scorpio 2.6 DX
Hyderabad,27593.28,2012,125000,Petrol,Automatic,First,5.0,10.5,3197.0,255.0,Audi,Germany,Europe,c4,10534,Audi A4 3.2 FSI Tiptronic Quattro
Kolkata,2759.33,2011,37000,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,15134,Ford Figo Diesel EXI
Mumbai,9581.0,2012,42000,Petrol,Manual,First,5.0,9.8,2354.0,180.0,Honda,Japan,Asia,c3,20961,Honda Accord 2.4 Inspire M/T
Bangalore,8354.63,2013,60000,Diesel,Manual,First,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c2,13193,Hyundai i20 Sportz 1.4 CRDi
Mumbai,80480.4,2018,3000,Diesel,Automatic,First,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,20961,Jaguar XF 2.2 Litre Luxury
Mumbai,8584.58,2013,44000,Petrol,Automatic,First,5.0,17.1,1591.0,121.4,Hyundai,Korea,Asia,c2,20961,Hyundai Verna 1.6 SX VTVT (O) AT
Kolkata,9887.59,2014,37000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,15134,Honda City i VTEC VX Option
Mumbai,5671.95,2012,50000,Petrol,Manual,First,5.0,18.5,1197.0,82.85,Hyundai,Korea,Asia,c2,20961,Hyundai i20 Asta Optional with Sunroof 1.2
Chennai,5350.03,2013,58581,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,11503,Honda Brio S MT
Kolkata,5442.01,2013,25500,Diesel,Manual,First,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c2,15134,Hyundai i20 Sportz 1.4 CRDi
Mumbai,13796.64,2017,25000,Petrol,Manual,First,5.0,10.4,2393.0,163.5,Maruti,India,Asia,c3,20961,Maruti Grand Vitara 2.4 MT
Hyderabad,4138.99,2011,53766,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,10534,Maruti A-Star Vxi
Pune,3985.7,2011,45271,Diesel,Manual,First,5.0,20.3,1248.0,75.0,Fiat,Italy,Europe,c1,6987,Fiat Punto 1.3 Emotion
Chennai,2299.44,2006,68000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,11503,Maruti Alto LXi
Jaipur,24374.06,2017,40000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,4107,Mahindra XUV500 W10 2WD
Hyderabad,7971.39,2013,73212,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,10534,Maruti Swift RS VDI
Mumbai,24910.6,2014,69000,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,20961,BMW X1 sDrive20d
Mumbai,5074.1,2007,61932,Diesel,Automatic,Second,5.0,14.3,1968.0,140.0,Volkswagen,Germany,Europe,c1,20961,Volkswagen Passat 2.0 PD DSG
Bangalore,36791.04,2012,52000,Diesel,Automatic,First,5.0,16.09,1995.0,184.0,BMW,Germany,Europe,c5,13193,BMW X3 xDrive20d
Kolkata,3832.4,2011,150000,Petrol,Manual,First,5.0,18.5,1197.0,85.8,Maruti,India,Asia,c1,15134,Maruti Ritz VXi
Jaipur,5978.54,2013,70933,Diesel,Manual,Second,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c2,4107,Hyundai i20 Sportz 1.4 CRDi
Kolkata,5901.9,2013,115195,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,15134,Maruti Swift VDI BSIV
Delhi,13490.05,2011,62148,Petrol,Manual,First,5.0,11.7,1796.0,178.0,Mercedes-Benz,Germany,Europe,c3,32066,Mercedes-Benz New C-Class 200 Kompressor
Chennai,7588.15,2009,32000,Petrol,Manual,Second,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c2,11503,Toyota Corolla Altis 1.8 GL
Kolkata,8814.52,2014,58000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,15134,Hyundai Verna 1.6 SX CRDi (O)
Kochi,9458.36,2014,68598,Diesel,Manual,First,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,3301,Renault Duster 110PS Diesel RxZ
Chennai,5288.71,2010,84072,Diesel,Manual,First,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,11503,Maruti Swift Ldi BSIII
Jaipur,4905.47,2016,51264,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,4107,Maruti Alto K10 VXI
Coimbatore,20679.63,2017,21363,Petrol,Automatic,First,5.0,13.0,1591.0,121.3,Hyundai,Korea,Asia,c4,2935,Hyundai Creta 1.6 SX Plus Petrol Automatic
Delhi,37557.52,2016,40000,Petrol,Automatic,First,5.0,15.04,1991.0,183.0,Mercedes-Benz,Germany,Europe,c5,32066,Mercedes-Benz CLA 200 CGI Sport
Kolkata,22534.51,2015,35000,Petrol,Automatic,First,5.0,10.1,2354.0,152.0,Honda,Japan,Asia,c4,15134,Honda CR-V 2.4 4WD AT
Hyderabad,9197.76,2014,55000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,10534,Ford Ecosport 1.5 DV5 MT Trend
Coimbatore,52396.57,2016,43252,Diesel,Automatic,First,5.0,13.0,2143.0,204.0,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde
Delhi,5365.36,2014,42000,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c1,32066,Hyundai Grand i10 CRDi Magna
