Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Ahmedabad,6515.08,2014,64000,Diesel,Manual,First,5.0,21.9,1396.0,90.0,Hyundai,Korea,Asia,c2,8450
Pune,19162.0,2010,130923,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c4,6987
Chennai,7511.5,2015,15000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,11503
Mumbai,6898.32,2014,32720,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,20961
Jaipur,4598.88,2016,12500,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c1,4107
Chennai,8891.17,2015,59800,Petrol,Automatic,First,5.0,16.9,1197.0,82.0,Hyundai,Korea,Asia,c3,11503
Pune,5104.76,2011,54211,Petrol,Manual,First,5.0,15.04,1598.0,103.6,Volkswagen,Germany,Europe,c1,6987
Kochi,10148.2,2015,62242,Diesel,Automatic,First,5.0,14.39,1998.0,163.7,Chevrolet,USA,America,c3,3301
Mumbai,8814.52,2015,54000,Diesel,Manual,Second,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c2,20961
Hyderabad,9504.35,2012,65000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,10534
Chennai,5365.36,2015,55000,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c1,11503
Pune,3065.92,2010,71000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,6987
Chennai,6131.84,2012,70000,Diesel,Manual,First,5.0,21.9,1396.0,88.8,Hyundai,Korea,Asia,c2,11503
Mumbai,14563.12,2011,53000,Petrol,Automatic,First,5.0,12.3,1781.0,163.2,Audi,Germany,Europe,c3,20961
Mumbai,26826.8,2013,43000,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,20961
Mumbai,9366.39,2015,54000,Petrol,Automatic,First,5.0,14.3,1598.0,103.52,Skoda,Germany,Europe,c3,20961
Ahmedabad,5748.6,2014,51000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,8450
Hyderabad,9504.35,2007,78000,Diesel,Manual,Second,6.0,10.5,2835.0,107.2,Mitsubishi,Japan,Asia,c3,10534
Mumbai,9427.7,2014,25000,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c3,20961
Pune,3679.1,2012,12600,Petrol,Manual,First,5.0,20.92,998.0,67.1,Maruti,India,Asia,c1,6987
Pune,3295.86,2009,80000,Diesel,Manual,Fourth & Above,5.0,17.8,1248.0,75.0,Maruti,India,Asia,c1,6987
Kolkata,5748.6,2016,21000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,15134
Mumbai,3295.86,2011,32000,Petrol,Manual,Second,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,20961
Bangalore,7281.56,2015,50000,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,13193
Mumbai,3755.75,2010,47500,Petrol,Manual,First,5.0,15.5,1586.0,103.3,Maruti,India,Asia,c1,20961
Mumbai,17092.5,2017,7500,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c4,20961
Jaipur,13643.34,2016,68163,Diesel,Automatic,First,5.0,19.6,1461.0,108.45,Renault,France,Europe,c3,4107
Ahmedabad,6668.38,2014,61000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,8450
Jaipur,18395.52,2015,100000,Diesel,Manual,Second,7.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c4,4107
Mumbai,13030.16,2009,61500,Diesel,Automatic,Second,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c3,20961
Kochi,6545.74,2017,42883,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c2,3301
Jaipur,6515.08,2012,97000,Diesel,Manual,Second,5.0,20.45,1461.0,83.8,Renault,France,Europe,c2,4107
Bangalore,14179.88,2010,39525,Petrol,Automatic,First,5.0,11.3,2360.0,170.0,Mitsubishi,Japan,Asia,c3,13193
Kochi,13198.79,2017,35384,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,3301
Hyderabad,42922.88,2010,46000,Diesel,Automatic,First,7.0,11.8,2987.0,261.0,Mercedes-Benz,Germany,Europe,c5,10534
Coimbatore,14179.88,2018,32189,Diesel,Manual,First,5.0,23.0,1498.0,98.96,Ford,USA,America,c3,2935
Chennai,13183.46,2016,27000,Diesel,Automatic,First,5.0,19.08,1582.0,126.2,Hyundai,Korea,Asia,c3,11503
Coimbatore,11543.19,2018,22734,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c3,2935
Mumbai,8814.52,2014,58002,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c2,20961
Chennai,6361.78,2012,31500,Petrol,Automatic,First,5.0,16.5,1198.0,86.8,Honda,Japan,Asia,c2,11503
Coimbatore,8952.49,2017,30933,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c3,2935
Kolkata,25293.84,2012,27090,Diesel,Automatic,First,5.0,18.53,1968.0,187.74,Audi,Germany,Europe,c4,15134
Mumbai,65917.28,2015,29500,Diesel,Automatic,First,7.0,15.97,2993.0,258.0,BMW,Germany,Europe,c5,20961
Pune,5442.01,2013,45000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,6987
Hyderabad,13643.34,2018,11691,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,10534
Hyderabad,3832.4,2006,121000,Diesel,Manual,Second,5.0,16.4,1896.0,90.0,Skoda,Germany,Europe,c1,10534
Hyderabad,5901.9,2010,118077,Diesel,Manual,First,5.0,16.2,1493.0,110.0,Hyundai,Korea,Asia,c2,10534
Chennai,11497.2,2012,36300,Petrol,Automatic,Third,5.0,17.1,1591.0,121.4,Hyundai,Korea,Asia,c3,11503
Mumbai,2759.33,2005,90000,Petrol,Manual,Second,5.0,15.3,1341.0,61.0,Hyundai,Korea,Asia,c1,20961
Chennai,3449.16,2010,78000,Diesel,Manual,First,5.0,20.0,1399.0,68.0,Ford,USA,America,c1,11503
Mumbai,37174.28,2015,42000,Diesel,Automatic,First,5.0,17.68,1968.0,174.33,Audi,Germany,Europe,c5,20961
Mumbai,6668.38,2015,27000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,20961
Kolkata,17629.04,2012,22000,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,15134
Kolkata,7281.56,2014,49000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c2,15134
Hyderabad,7649.47,2012,42600,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c2,10534
Coimbatore,14026.58,2018,12794,Petrol,Automatic,First,5.0,19.0,1199.0,88.7,Honda,Japan,Asia,c3,2935
Jaipur,3602.46,2006,125000,Petrol,Manual,Fourth & Above,5.0,16.1,1298.0,87.0,Maruti,India,Asia,c1,4107
Hyderabad,21446.11,2014,88046,Petrol,Automatic,First,5.0,10.1,2354.0,152.0,Honda,Japan,Asia,c4,10534
Bangalore,30275.96,2014,8000,Diesel,Automatic,Second,5.0,20.0,2143.0,107.3,Mercedes-Benz,Germany,Europe,c4,13193
Coimbatore,25707.74,2018,82739,Diesel,Automatic,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,2935
Bangalore,3832.4,2006,193000,Diesel,Manual,Third,7.0,13.6,2523.0,63.0,Mahindra,India,Asia,c1,13193
Mumbai,5595.3,2013,7000,Petrol,Automatic,First,5.0,17.97,1498.0,99.6,Renault,France,Europe,c2,20961
Ahmedabad,36024.56,2012,60000,Diesel,Automatic,Second,5.0,12.35,2179.0,187.74,Land-Rover,India,Asia,c5,8450
Pune,4767.51,2017,38000,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,6987
Kochi,7005.63,2013,56344,Petrol,Manual,First,5.0,17.6,1496.0,88.73,Toyota,Japan,Asia,c2,3301
Mumbai,8155.35,2014,17858,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,20961
Hyderabad,4905.47,2012,53000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,10534
Kochi,8630.56,2016,67906,Diesel,Manual,First,5.0,25.2,1248.0,74.0,Maruti,India,Asia,c2,3301
Hyderabad,4598.88,2015,19000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,10534
Mumbai,14179.88,2010,67000,Diesel,Automatic,Second,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c3,20961
Delhi,1839.55,2011,80000,Diesel,Manual,First,5.0,23.57,1396.0,70.0,Tata,India,Asia,c1,32066
Delhi,3295.86,2015,61000,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,32066
Pune,4675.53,2010,39000,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c1,6987
Ahmedabad,17629.04,2014,59000,Petrol,Automatic,First,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c4,8450
Hyderabad,3525.81,2008,80931,Petrol,Manual,First,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,10534
Kolkata,7588.15,2016,34000,Petrol,Manual,First,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,15134
Hyderabad,7281.56,2013,130000,Diesel,Manual,First,5.0,21.64,1461.0,84.8,Renault,France,Europe,c2,10534
Coimbatore,15559.54,2018,52380,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,2935
Kolkata,4062.34,2011,44000,Petrol,Manual,First,5.0,18.06,1198.0,75.0,Nissan,Japan,Asia,c1,15134
Hyderabad,5825.25,2015,84000,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c2,10534
Kochi,25569.77,2017,41697,Petrol,Automatic,First,5.0,13.1,1997.0,141.1,Honda,Japan,Asia,c4,3301
Pune,7664.8,2014,163000,Diesel,Manual,First,5.0,19.01,1461.0,108.5,Nissan,Japan,Asia,c2,6987
Chennai,5748.6,2011,42000,Petrol,Manual,Second,5.0,17.71,1197.0,78.9,Toyota,Japan,Asia,c2,11503
Jaipur,6300.47,2013,129000,Diesel,Manual,Third,5.0,21.27,1396.0,88.76,Hyundai,Korea,Asia,c2,4107
Chennai,6515.08,2015,32200,Petrol,Manual,Second,5.0,18.16,1196.0,86.8,Ford,USA,America,c2,11503
Mumbai,5288.71,2004,129000,Diesel,Manual,First,6.0,10.5,2835.0,107.2,Mitsubishi,Japan,Asia,c1,20961
Bangalore,34491.6,2014,40000,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,13193
Delhi,6898.32,2006,150000,Petrol,Manual,First,8.0,12.4,1998.0,132.0,Toyota,Japan,Asia,c2,32066
Jaipur,1379.66,2007,140000,Petrol,Manual,First,5.0,15.26,1150.0,74.9,Chevrolet,USA,America,c1,4107
Hyderabad,2835.98,2006,63181,Petrol,Manual,First,5.0,15.3,1341.0,83.0,Hyundai,Korea,Asia,c1,10534
Kolkata,4982.12,2013,39575,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,15134
Pune,4752.18,2010,63600,Diesel,Manual,Second,5.0,17.8,1248.0,74.0,Maruti,India,Asia,c1,6987
Coimbatore,11251.93,2014,70374,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c3,2935
Kolkata,6515.08,2015,26256,Diesel,Manual,First,5.0,20.14,1498.0,88.5,Volkswagen,Germany,Europe,c2,15134
Delhi,9887.59,2016,13460,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,32066
Chennai,16479.32,2011,122000,Diesel,Manual,Second,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,11503
Kolkata,42539.64,2015,58589,Diesel,Automatic,First,5.0,15.26,2143.0,203.2,Mercedes-Benz,Germany,Europe,c5,15134
Jaipur,1517.63,2005,115000,Petrol,Manual,Second,5.0,17.3,1061.0,64.0,Maruti,India,Asia,c1,4107
Pune,36791.04,2016,75000,Diesel,Automatic,First,7.0,12.62,2198.0,158.0,Ford,USA,America,c5,6987
Jaipur,9351.06,2016,30292,Petrol,Manual,First,5.0,18.6,1197.0,81.86,Hyundai,Korea,Asia,c3,4107
Ahmedabad,12646.92,2017,32248,Petrol,Manual,First,5.0,17.5,1199.0,88.7,Honda,Japan,Asia,c3,8450
Bangalore,7128.26,2013,74000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,13193
Mumbai,14946.36,2014,56100,Petrol,Manual,First,5.0,13.7,1997.0,153.86,Honda,Japan,Asia,c3,20961
Bangalore,6745.02,2014,61325,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,13193
Kolkata,6116.51,2014,33000,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,15134
Coimbatore,70102.26,2016,18090,Diesel,Automatic,First,5.0,16.2,2993.0,258.0,BMW,Germany,Europe,c5,2935
Kochi,8078.7,2014,71390,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,3301
Mumbai,5365.36,2014,41000,CNG,Manual,First,5.0,26.2,998.0,58.2,Maruti,India,Asia,c1,20961
Ahmedabad,11113.96,2016,67000,Diesel,Manual,First,5.0,26.0,1498.0,98.6,Honda,Japan,Asia,c3,8450
Chennai,2452.74,2008,99000,Diesel,Manual,Second,5.0,17.0,1405.0,70.0,Tata,India,Asia,c1,11503
Pune,9197.76,2014,142000,Diesel,Manual,Second,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,6987
Chennai,4598.88,2010,26966,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,11503
Mumbai,7588.15,2015,27628,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c2,20961
Hyderabad,13781.31,2016,82497,Diesel,Manual,First,5.0,23.65,1248.0,88.5,Maruti,India,Asia,c3,10534
Mumbai,2835.98,2007,86000,Petrol,Manual,Third,5.0,11.9,2354.0,144.0,Honda,Japan,Asia,c1,20961
Coimbatore,9443.03,2016,26981,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c3,2935
Hyderabad,5365.36,2010,110471,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c1,10534
Jaipur,6898.32,2014,69000,Petrol,Manual,First,5.0,19.5,1199.0,88.76,Honda,Japan,Asia,c2,4107
Hyderabad,11880.44,2017,12000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,10534
Hyderabad,10117.54,2014,77500,Diesel,Manual,First,5.0,20.45,1461.0,83.8,Renault,France,Europe,c3,10534
Kochi,7634.14,2014,48031,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,3301
Chennai,14946.36,2008,170000,Diesel,Automatic,Third,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c3,11503
Mumbai,8507.93,2014,69565,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,20961
Hyderabad,15789.49,2016,45492,Diesel,Automatic,First,5.0,21.5,1498.0,108.5,Volkswagen,Germany,Europe,c3,10534
Chennai,11497.2,2011,85000,Petrol,Automatic,Second,5.0,11.7,2354.0,177.6,Honda,Japan,Asia,c3,11503
Hyderabad,2759.33,2008,55902,Petrol,Manual,First,5.0,14.49,1399.0,92.7,Chevrolet,USA,America,c1,10534
Hyderabad,9581.0,2017,18500,Petrol,Manual,First,5.0,16.2,1199.0,74.0,Volkswagen,Germany,Europe,c3,10534
Hyderabad,10424.13,2015,129750,Diesel,Manual,Second,7.0,14.95,2489.0,93.7,Mahindra,India,Asia,c3,10534
Hyderabad,4598.88,2009,50902,Petrol,Automatic,First,5.0,19.2,1197.0,80.0,Hyundai,Korea,Asia,c1,10534
Coimbatore,17782.34,2015,84725,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,2935
Mumbai,10654.07,2013,40000,Diesel,Manual,Second,5.0,22.7,1582.0,126.24,Hyundai,Korea,Asia,c3,20961
Mumbai,5365.36,2010,60000,Petrol,Manual,Third,5.0,14.3,1798.0,160.0,Volkswagen,Germany,Europe,c1,20961
Coimbatore,8431.28,2014,33496,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,2935
Mumbai,8661.22,2015,25000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c2,20961
Ahmedabad,4982.12,2013,71000,Diesel,Manual,First,8.0,18.2,1248.0,73.8,Chevrolet,USA,America,c1,8450
Coimbatore,11834.45,2015,20826,Petrol,Automatic,First,5.0,14.3,1598.0,103.6,Skoda,Germany,Europe,c3,2935
Pune,18395.52,2016,42244,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,6987
Jaipur,2376.09,2013,98598,Diesel,Manual,First,5.0,25.44,936.0,57.6,Chevrolet,USA,America,c1,4107
Delhi,16479.32,2011,62100,Diesel,Manual,First,7.0,11.5,2982.0,171.0,Toyota,Japan,Asia,c4,32066
Coimbatore,10301.49,2016,44238,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,2935
Coimbatore,43766.01,2012,91743,Diesel,Automatic,First,7.0,12.07,2967.0,241.4,Audi,Germany,Europe,c5,2935
Bangalore,114972.0,2013,19828,Diesel,Automatic,Second,4.0,17.85,2967.0,300.0,Porsche,Germany,Europe,c5,13193
Hyderabad,16080.75,2016,36891,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c4,10534
Hyderabad,5825.25,2012,90049,Diesel,Manual,First,7.0,17.21,1493.0,100.0,Mahindra,India,Asia,c2,10534
Ahmedabad,28359.76,2012,74002,Diesel,Automatic,First,5.0,16.55,1968.0,140.0,Audi,Germany,Europe,c4,8450
Kolkata,9197.76,2013,41000,Petrol,Automatic,First,5.0,12.37,2359.0,198.25,Hyundai,Korea,Asia,c3,15134
Hyderabad,8431.28,2012,83678,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,10534
Pune,3525.81,2010,91000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,6987
Jaipur,13336.75,2016,50000,Diesel,Manual,First,7.0,24.52,1248.0,88.5,Maruti,India,Asia,c3,4107
Delhi,7588.15,2015,58000,Diesel,Manual,First,5.0,24.4,1120.0,71.01,Hyundai,Korea,Asia,c2,32066
Jaipur,6515.08,2012,80000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,4107
Kochi,16770.58,2017,41290,Diesel,Manual,Second,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,3301
Delhi,32590.73,2013,65000,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c5,32066
Bangalore,17629.04,2016,16471,Petrol,Manual,Second,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c4,13193
Pune,9197.76,2015,54339,Diesel,Manual,Second,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,6987
Hyderabad,6285.14,2016,24025,Petrol,Manual,First,6.0,18.15,1198.0,82.0,Mahindra,India,Asia,c2,10534
Kolkata,3081.25,2013,24027,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,15134
Hyderabad,3985.7,2010,59270,Petrol,Manual,First,5.0,15.7,1172.0,67.0,Fiat,Italy,Europe,c1,10534
Kolkata,3602.46,2012,40000,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,15134
Bangalore,14026.58,2012,155566,Diesel,Manual,Second,6.0,9.5,2835.0,118.6,Mitsubishi,Japan,Asia,c3,13193
Chennai,4445.58,2013,42320,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,11503
Coimbatore,14072.57,2017,24153,Diesel,Manual,Second,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c3,2935
Mumbai,17552.39,2016,27000,Petrol,Automatic,First,5.0,13.0,1591.0,121.3,Hyundai,Korea,Asia,c4,20961
Hyderabad,3219.22,2012,92000,CNG,Manual,Second,5.0,26.83,796.0,38.4,Maruti,India,Asia,c1,10534
Kochi,8477.27,2017,61795,Petrol,Manual,First,5.0,17.8,1198.0,86.7,Honda,Japan,Asia,c2,3301
Chennai,5748.6,2016,13500,Petrol,Manual,First,6.0,18.15,1198.0,82.0,Mahindra,India,Asia,c2,11503
Pune,19162.0,2018,4500,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,6987
Mumbai,23760.88,2017,23000,Diesel,Automatic,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,20961
Pune,3219.22,2011,65400,Petrol,Manual,First,5.0,20.3,1086.0,55.0,Hyundai,Korea,Asia,c1,6987
Mumbai,22227.92,2013,80578,Diesel,Automatic,Second,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,20961
Coimbatore,19100.68,2017,42646,Diesel,Automatic,First,5.0,19.6,1461.0,108.45,Renault,France,Europe,c4,2935
Bangalore,8048.04,2014,30000,Petrol,Manual,Second,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,13193
Delhi,22227.92,2012,90000,Diesel,Automatic,First,5.0,18.48,1995.0,187.0,BMW,Germany,Europe,c4,32066
Bangalore,38324.0,2009,98000,Diesel,Automatic,Second,5.0,13.5,2987.0,282.0,Mercedes-Benz,Germany,Europe,c5,13193
Hyderabad,68983.2,2012,50000,Diesel,Automatic,First,4.0,12.9,2993.0,271.23,Jaguar,UK,Europe,c5,10534
Jaipur,7818.1,2015,63310,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c2,4107
Delhi,5365.36,2014,66000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c1,32066
Ahmedabad,19162.0,2011,74000,Diesel,Automatic,Second,5.0,16.07,1995.0,181.0,BMW,Germany,Europe,c4,8450
Hyderabad,8507.93,2012,93000,Diesel,Manual,First,5.0,23.5,1396.0,88.7,Hyundai,Korea,Asia,c2,10534
Delhi,29862.06,2015,70000,Diesel,Automatic,First,7.0,11.5,2982.0,169.0,Toyota,Japan,Asia,c4,32066
Ahmedabad,5993.87,2012,48772,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,8450
Chennai,3357.18,2010,66000,Petrol,Manual,First,5.0,18.6,1199.0,79.4,Chevrolet,USA,America,c1,11503
Coimbatore,10562.09,2017,27417,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935
Coimbatore,5319.37,2011,51593,Petrol,Manual,Second,5.0,15.6,1196.0,70.0,Ford,USA,America,c1,2935
Mumbai,4982.12,2008,86340,Petrol,Automatic,Second,5.0,9.1,2349.0,157.0,Nissan,Japan,Asia,c1,20961
Pune,4368.94,2010,75000,Petrol,Manual,First,5.0,16.1,1298.0,88.2,Maruti,India,Asia,c1,6987
Coimbatore,39305.09,2016,39237,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,2935
Kochi,15758.83,2018,11966,Petrol,Manual,First,5.0,16.8,1497.0,116.3,Honda,Japan,Asia,c3,3301
Hyderabad,9657.65,2015,37000,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c3,10534
Chennai,7281.56,2014,70920,Diesel,Manual,First,5.0,20.14,1498.0,88.8,Volkswagen,Germany,Europe,c2,11503
Hyderabad,8891.17,2013,65280,Diesel,Manual,First,5.0,19.87,1461.0,83.14,Nissan,Japan,Asia,c3,10534
Hyderabad,68216.72,2016,62000,Diesel,Automatic,First,7.0,12.51,2179.0,187.7,Land-Rover,India,Asia,c5,10534
Kochi,7128.26,2014,44525,Petrol,Manual,First,5.0,18.5,1197.0,82.9,Hyundai,Korea,Asia,c2,3301
Jaipur,5518.66,2009,86863,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,4107
Hyderabad,18778.76,2015,102626,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,10534
Jaipur,30659.2,2017,45000,Diesel,Manual,First,5.0,16.3,1956.0,170.0,Jeep,USA,America,c4,4107
Jaipur,24527.36,2017,22000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,4107
Coimbatore,9519.68,2011,108905,Diesel,Automatic,Second,8.0,11.79,2179.0,120.0,Mahindra,India,Asia,c3,2935
Kolkata,4982.12,2016,12800,Petrol,Manual,First,7.0,19.44,1198.0,67.0,Datsun,Japan,Asia,c1,15134
Kolkata,14946.36,2016,32000,Diesel,Manual,First,7.0,15.4,2179.0,120.0,Mahindra,India,Asia,c3,15134
Mumbai,6821.67,2014,39000,Petrol,Automatic,First,5.0,15.5,1198.0,86.7,Honda,Japan,Asia,c2,20961
Pune,18395.52,2017,42000,Diesel,Manual,First,5.0,25.6,1498.0,98.6,Honda,Japan,Asia,c4,6987
Chennai,1226.37,2008,73000,Petrol,Manual,First,5.0,14.4,1396.0,65.0,Tata,India,Asia,c1,11503
Chennai,9121.11,2018,48000,Diesel,Manual,First,5.0,24.0,1186.0,73.97,Hyundai,Korea,Asia,c3,11503
Pune,4598.88,2015,18000,CNG,Manual,First,4.0,33.44,796.0,40.3,Maruti,India,Asia,c1,6987
Kolkata,8048.04,2014,19000,Petrol,Manual,First,5.0,17.43,1396.0,105.5,Hyundai,Korea,Asia,c2,15134
Coimbatore,34031.71,2019,33598,Diesel,Manual,First,7.0,13.68,2393.0,147.8,Toyota,Japan,Asia,c5,2935
Jaipur,20694.96,2012,63000,Diesel,Automatic,First,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,4107
Chennai,20694.96,2015,48000,Diesel,Automatic,First,5.0,16.96,1968.0,138.03,Volkswagen,Germany,Europe,c4,11503
Delhi,5319.37,2014,66000,Diesel,Manual,First,5.0,20.0,1399.0,68.05,Ford,USA,America,c1,32066
Ahmedabad,14563.12,2013,80000,Diesel,Automatic,Second,7.0,11.18,2696.0,184.0,Mahindra,India,Asia,c3,8450
Chennai,7358.21,2011,37000,Petrol,Manual,First,5.0,15.04,1598.0,103.6,Volkswagen,Germany,Europe,c2,11503
Kochi,10025.56,2016,35058,Petrol,Manual,First,5.0,15.0,1598.0,103.52,Skoda,Germany,Europe,c3,3301
Delhi,4752.18,2012,52000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,32066
Hyderabad,12248.35,2015,61313,Diesel,Manual,First,5.0,23.65,1248.0,88.5,Maruti,India,Asia,c3,10534
Kolkata,5058.77,2009,45000,Petrol,Manual,Second,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c1,15134
Bangalore,13413.4,2015,74000,Diesel,Manual,First,7.0,20.77,1248.0,88.8,Maruti,India,Asia,c3,13193
